z,n,name,betaMinus,betaMinusUncertainty,electronCapture,electronCaptureUncertainty,positronEmission,positronEmissionUncertainty,bindingEnergy,bindingEnergyUncertainty,bindingEnergyLDMFit,bindingEnergyLDMFitUncertainty
34,43,77Se,-1.36E+3,2.80,-6.83E+2,1.69,-1.70E+3,1.69,8.69E+3,8.00E-4,6.52E+1,8.00E-4
34,43,77Se,-1.36E+3,2.80,-6.83E+2,1.69,-1.70E+3,1.69,8.69E+3,8.00E-4,6.52E+1,8.00E-4
34,44,78Se,-3.57E+3,3.57,-4.20E+3,9.78,-5.23E+3,9.78,8.71E+3,2.30E-3,5.54E+1,2.30E-3
34,41,75Se,-3.06E+3,4.28,8.64E+2,8.81E-1,-1.57E+2,8.81E-1,8.67E+3,1.00E-3,7.11E+1,1.00E-3
34,42,76Se,-4.96E+3,9.32,-2.96E+3,8.86E-1,-3.98E+3,8.86E-1,8.71E+3,3.00E-4,6.53E+1,3.00E-4
34,49,83Se,3.67E+3,4.83,-5.67E+3,4.12,-6.69E+3,4.12,8.65E+3,3.66E-2,-2.17,3.66E-2
34,49,83Se,3.67E+3,4.83,-5.67E+3,4.12,-6.69E+3,4.12,8.65E+3,3.66E-2,-2.17,3.66E-2
34,36,70Se,-1.05E+4,1.49E+1,2.40E+3,2.11,1.38E+3,2.11,8.57E+3,2.25E-2,3.40E+1,2.25E-2
34,37,71Se,-6.64E+3,6.08,4.74E+3,5.01,3.72E+3,5.01,8.58E+3,3.94E-2,5.34E+1,3.94E-2
34,34,68Se,-1.53E+4,2.59E+2,4.70E+3,1.91,3.68E+3,1.91,8.47E+3,7.30E-3,5.12E-1,7.30E-3
34,35,69Se,-1.01E+4,4.20E+1,6.67E+3,3.20E+1,5.65E+3,3.20E+1,8.50E+3,2.16E-2,2.44E+1,2.16E-2
34,32,66Se,-1.80E+4,4.47E+2,1.03E+4,2.00E+2,9.34E+3,2.00E+2,8.30E+3,3.00,-4.74,3.00
34,33,67Se,-1.40E+4,3.07E+2,1.00E+4,6.70E+1,8.98E+3,6.70E+1,8.36E+3,1.00,1.28,1.00
34,30,64Se,,,1.26E+4,5.40E+2,1.16E+4,5.40E+2,8.07E+3,8.00,-2.05E+1,8.00
34,31,65Se,-1.65E+4,5.83E+2,1.39E+4,3.12E+2,1.28E+4,3.12E+2,8.17E+3,5.00,-1.06E+1,5.00
34,38,72Se,-8.80E+3,2.20,3.61E+2,4.52,-6.60E+2,4.52,8.64E+3,2.72E-2,5.56E+1,2.72E-2
34,39,73Se,-4.58E+3,1.00E+1,2.72E+3,7.39,1.70E+3,7.39,8.64E+3,1.01E-1,7.00E+1,1.01E-1
34,39,73Se,-4.58E+3,1.00E+1,2.72E+3,7.39,1.70E+3,7.39,8.64E+3,1.01E-1,7.00E+1,1.01E-1
34,29,63Se,,,1.66E+4,5.39E+2,1.56E+4,5.39E+2,7.91E+3,8.00,-3.26E+1,8.00
35,63,98Br,1.60E+4,5.00E+2,,,,,8.07E+3,4.00,-1.84E+1,4.00
35,62,97Br,1.34E+4,4.20E+2,,,,,8.14E+3,4.00,-1.05E+1,4.00
35,61,96Br,1.48E+4,3.01E+2,,,,,8.18E+3,3.00,-1.17E+1,3.00
35,60,95Br,1.23E+4,3.01E+2,-1.33E+4,5.83E+2,-1.44E+4,5.83E+2,8.24E+3,3.00,-5.33,3.00
35,52,87Br,6.81E+3,3.18,-7.46E+3,3.87,-8.48E+3,3.87,8.60E+3,3.64E-2,-5.59,3.64E-2
35,51,86Br,7.63E+3,3.07,-5.12E+3,3.97,-6.15E+3,3.97,8.63E+3,3.58E-2,-1.44E+1,3.58E-2
35,50,85Br,2.90E+3,3.67,-6.16E+3,4.03,-7.18E+3,4.03,8.67E+3,3.62E-2,-1.07E+1,3.62E-2
35,59,94Br,1.36E+4,2.01E+2,-1.08E+4,5.39E+2,-1.18E+4,5.39E+2,8.28E+3,2.00,-8.09,2.00
35,58,93Br,1.12E+4,4.30E+2,-1.20E+4,5.88E+2,-1.30E+4,5.88E+2,8.34E+3,4.63,-2.41,4.63
35,57,92Br,1.25E+4,7.23,-9.50E+3,4.00E+2,-1.05E+4,4.00E+2,8.38E+3,7.29E-2,-6.73,7.29E-2
35,56,91Br,9.86E+3,4.18,-1.05E+4,4.33E+2,-1.15E+4,4.33E+2,8.44E+3,3.88E-2,-3.15,3.88E-2
35,55,90Br,1.09E+4,3.83,-8.20E+3,3.29E+2,-9.22E+3,3.29E+2,8.47E+3,3.73E-2,-9.36,3.73E-2
35,54,89Br,8.26E+3,3.90,-9.28E+3,4.95,-1.03E+4,4.95,8.53E+3,3.67E-2,-5.76,3.67E-2
35,53,88Br,8.97E+3,4.10,-6.83E+3,4.61,-7.85E+3,4.61,8.56E+3,3.60E-2,-1.44E+1,3.60E-2
35,41,76Br,-1.27E+3,1.01E+1,4.96E+3,9.32,3.94E+3,9.32,8.63E+3,1.22E-1,6.48E+1,1.22E-1
35,41,76Br,-1.27E+3,1.01E+1,4.96E+3,9.32,3.94E+3,9.32,8.63E+3,1.22E-1,6.48E+1,1.22E-1
35,40,75Br,-4.78E+3,9.16,3.06E+3,4.28,2.04E+3,4.28,8.62E+3,5.71E-2,6.70E+1,5.71E-2
35,49,84Br,4.65E+3,2.57E+1,-1.83E+3,2.57E+1,-2.85E+3,2.57E+1,8.67E+3,3.06E-1,1.33,3.06E-1
35,49,84Br,4.65E+3,2.57E+1,-1.83E+3,2.57E+1,-2.85E+3,2.57E+1,8.67E+3,3.06E-1,1.33,3.06E-1
35,48,83Br,9.76E+2,3.79,-3.67E+3,4.83,-4.69E+3,4.83,8.69E+3,4.57E-2,1.69E+1,4.57E-2
35,47,82Br,3.09E+3,9.71E-1,9.52E+1,1.07,-9.26E+2,1.07,8.68E+3,1.18E-2,2.87E+1,1.18E-2
35,47,82Br,3.09E+3,9.71E-1,9.52E+1,1.07,-9.26E+2,1.07,8.68E+3,1.18E-2,2.87E+1,1.18E-2
35,46,81Br,-2.80E+2,4.71E-1,-1.58E+3,1.37,-2.61E+3,1.37,8.69E+3,1.21E-2,4.44E+1,1.21E-2
35,45,80Br,2.00E+3,1.14,1.87E+3,3.09E-1,8.48E+2,3.09E-1,8.67E+3,1.24E-2,5.32E+1,1.24E-2
35,45,80Br,2.00E+3,1.14,1.87E+3,3.09E-1,8.48E+2,3.09E-1,8.67E+3,1.24E-2,5.32E+1,1.24E-2
35,44,79Br,-1.62E+3,3.33,-1.50E+2,1.01,-1.17E+3,1.01,8.68E+3,1.27E-2,6.25E+1,1.27E-2
35,44,79Br,-1.62E+3,3.33,-1.50E+2,1.01,-1.17E+3,1.01,8.68E+3,1.27E-2,6.25E+1,1.27E-2
35,43,78Br,7.26E+2,3.58,3.57E+3,3.57,2.55E+3,3.57,8.66E+3,4.59E-2,6.66E+1,4.59E-2
35,42,77Br,-3.06E+3,3.42,1.36E+3,2.80,3.42E+2,2.80,8.66E+3,3.65E-2,6.94E+1,3.65E-2
35,42,77Br,-3.06E+3,3.42,1.36E+3,2.80,3.42E+2,2.80,8.66E+3,3.65E-2,6.94E+1,3.65E-2
35,38,73Br,-7.09E+3,9.41,4.58E+3,1.00E+1,3.55E+3,1.00E+1,8.56E+3,9.22E-2,5.30E+1,9.22E-2
35,37,72Br,-5.12E+3,8.07,8.80E+3,2.20,7.78E+3,2.20,8.51E+3,1.42E-2,3.93E+1,1.42E-2
35,37,72Br,-5.12E+3,8.07,8.80E+3,2.20,7.78E+3,2.20,8.51E+3,1.42E-2,3.93E+1,1.42E-2
35,36,71Br,-1.01E+4,1.28E+2,6.64E+3,6.08,5.62E+3,6.08,8.48E+3,7.61E-2,2.87E+1,7.61E-2
35,35,70Br,-1.03E+4,2.01E+2,1.05E+4,1.49E+1,9.48E+3,1.49E+1,8.41E+3,2.12E-1,3.03,2.12E-1
35,35,70Br,-1.03E+4,2.01E+2,1.05E+4,1.49E+1,9.48E+3,1.49E+1,8.41E+3,2.12E-1,3.03,2.12E-1
35,34,69Br,-1.41E+4,3.03E+2,1.01E+4,4.20E+1,9.15E+3,4.20E+1,8.34E+3,6.08E-1,1.06E+1,6.08E-1
35,33,68Br,-1.31E+4,5.63E+2,1.53E+4,2.59E+2,1.43E+4,2.59E+2,8.23E+3,4.00,-1.27,4.00
35,39,74Br,-2.95E+3,6.17,6.92E+3,5.83,5.90E+3,5.83,8.58E+3,7.89E-2,5.94E+1,7.89E-2
35,39,74Br,-2.95E+3,6.17,6.92E+3,5.83,5.90E+3,5.83,8.58E+3,7.89E-2,5.94E+1,7.89E-2
36,64,100Kr,1.17E+4,4.00E+2,,,,,8.13E+3,4.00,-6.73,4.00
36,63,99Kr,1.27E+4,4.00E+2,,,,,8.17E+3,4.00,-5.68,4.00
36,62,98Kr,1.02E+4,3.00E+2,-1.60E+4,5.00E+2,-1.70E+4,5.00E+2,8.23E+3,3.00,7.91E-1,3.00
36,61,97Kr,1.10E+4,1.30E+2,-1.34E+4,4.20E+2,-1.44E+4,4.20E+2,8.26E+3,1.34,3.60,1.34
36,60,96Kr,8.27E+3,1.95E+1,-1.48E+4,3.01E+2,-1.58E+4,3.01E+2,8.33E+3,2.00E-1,5.22,2.00E-1
36,65,101Kr,1.39E+4,5.01E+2,,,,,8.07E+3,5.00,-1.55E+1,5.00
36,53,89Kr,5.17E+3,5.83,-8.26E+3,3.90,-9.28E+3,3.90,8.61E+3,2.41E-2,-5.10,2.41E-2
36,52,88Kr,2.91E+3,2.61,-8.97E+3,4.10,-9.99E+3,4.10,8.65E+3,2.96E-2,-2.27,2.96E-2
36,51,87Kr,3.88E+3,2.46E-1,-6.81E+3,3.18,-7.83E+3,3.18,8.67E+3,2.80E-3,-8.91,2.80E-3
36,50,86Kr,-5.18E+2,2.00E-1,-7.63E+3,3.07,-8.65E+3,3.07,8.71E+3,3.00E-4,-7.33,3.00E-4
36,59,95Kr,9.73E+3,2.75E+1,-1.23E+4,3.01E+2,-1.33E+4,3.01E+2,8.36E+3,1.96E-1,4.85,1.96E-1
36,58,94Kr,7.21E+3,1.22E+1,-1.36E+4,2.01E+2,-1.47E+4,2.01E+2,8.42E+3,1.28E-1,5.74,1.28E-1
36,57,93Kr,8.48E+3,8.22,-1.12E+4,4.30E+2,-1.22E+4,4.30E+2,8.45E+3,2.70E-2,2.18,2.70E-2
36,56,92Kr,6.00E+3,6.69,-1.25E+4,7.23,-1.35E+4,7.23,8.51E+3,2.94E-2,2.80,2.94E-2
36,55,91Kr,6.77E+3,8.11,-9.86E+3,4.18,-1.08E+4,4.18,8.54E+3,2.46E-2,-1.32,2.46E-2
36,54,90Kr,4.40E+3,6.71,-1.09E+4,3.83,-1.19E+4,3.83,8.59E+3,2.07E-2,-3.93E-1,2.07E-2
36,42,78Kr,-7.24E+3,3.25,-7.26E+2,3.58,-1.74E+3,3.58,8.66E+3,3.90E-3,5.89E+1,3.90E-3
36,41,77Kr,-5.33E+3,2.35,3.06E+3,3.42,2.04E+3,3.42,8.61E+3,2.54E-2,5.99E+1,2.54E-2
36,40,76Kr,-8.53E+3,4.12,1.27E+3,1.01E+1,2.53E+2,1.01E+1,8.60E+3,5.28E-2,5.31E+1,5.28E-2
36,49,85Kr,6.87E+2,2.00,-2.90E+3,3.67,-3.92E+3,3.67,8.69E+3,2.35E-2,9.80,2.35E-2
36,49,85Kr,6.87E+2,2.00,-2.90E+3,3.67,-3.92E+3,3.67,8.69E+3,2.35E-2,9.80,2.35E-2
36,48,84Kr,-2.68E+3,2.19,-4.65E+3,2.57E+1,-5.67E+3,2.57E+1,8.71E+3,3.00E-4,2.16E+1,3.00E-4
36,47,83Kr,-9.20E+2,2.32,-9.76E+2,3.79,-1.99E+3,3.79,8.69E+3,3.00E-4,3.76E+1,3.00E-4
36,47,83Kr,-9.20E+2,2.32,-9.76E+2,3.79,-1.99E+3,3.79,8.69E+3,3.00E-4,3.76E+1,3.00E-4
36,46,82Kr,-4.40E+3,3.00,-3.09E+3,9.71E-1,-4.11E+3,9.71E-1,8.71E+3,3.00E-4,4.44E+1,3.00E-4
36,45,81Kr,-2.23E+3,5.01,2.80E+2,4.71E-1,-7.41E+2,4.71E-1,8.68E+3,1.33E-2,5.57E+1,1.33E-2
36,45,81Kr,-2.23E+3,5.01,2.80E+2,4.71E-1,-7.41E+2,4.71E-1,8.68E+3,1.33E-2,5.57E+1,1.33E-2
36,44,80Kr,-5.71E+3,1.98,-2.00E+3,1.14,-3.02E+3,1.14,8.69E+3,8.69E-3,5.70E+1,8.69E-3
36,43,79Kr,-3.63E+3,3.94,1.62E+3,3.33,6.03E+2,3.33,8.65E+3,4.41E-2,6.38E+1,4.41E-2
36,43,79Kr,-3.63E+3,3.94,1.62E+3,3.33,6.03E+2,3.33,8.65E+3,4.41E-2,6.38E+1,4.41E-2
36,31,67Kr,,,1.69E+4,5.20E+2,1.59E+4,5.20E+2,7.88E+3,6.00,-7.78E-1,6.00
36,39,75Kr,-7.10E+3,8.18,4.78E+3,9.16,3.76E+3,9.16,8.55E+3,1.08E-1,4.84E+1,1.08E-1
36,38,74Kr,-1.04E+4,3.42,2.95E+3,6.17,1.93E+3,6.17,8.53E+3,2.72E-2,3.75E+1,2.72E-2
36,37,73Kr,-1.05E+4,4.13E+1,7.09E+3,9.41,6.07E+3,9.41,8.46E+3,9.01E-2,3.10E+1,9.01E-2
36,36,72Kr,-1.56E+4,5.00E+2,5.12E+3,8.07,4.09E+3,8.07,8.42E+3,1.11E-1,1.15E+1,1.11E-1
36,35,71Kr,-1.40E+4,4.20E+2,1.01E+4,1.28E+2,9.15E+3,1.28E+2,8.32E+3,1.81,1.20E+1,1.81
36,34,70Kr,,,1.03E+4,2.01E+2,9.30E+3,2.01E+2,8.25E+3,3.00,1.03E+1,3.00
36,33,69Kr,,,1.41E+4,3.03E+2,1.30E+4,3.03E+2,8.12E+3,4.00,9.79,4.00
36,32,68Kr,,,1.31E+4,5.63E+2,1.21E+4,5.63E+2,8.03E+3,7.00,5.92,7.00
37,55,92Rb,8.09E+3,6.41,-6.00E+3,6.69,-7.02E+3,6.69,8.56E+3,6.66E-2,2.49,6.66E-2
37,56,93Rb,7.46E+3,8.87,-8.48E+3,8.22,-9.50E+3,8.22,8.54E+3,8.42E-2,1.16E+1,8.42E-2
37,57,94Rb,1.02E+4,2.62,-7.21E+3,1.22E+1,-8.23E+3,1.22E+1,8.49E+3,2.16E-2,1.04E+1,2.16E-2
37,58,95Rb,9.22E+3,2.02E+1,-9.73E+3,2.75E+1,-1.07E+4,2.75E+1,8.46E+3,2.13E-1,1.79E+1,2.13E-1
37,59,96Rb,1.15E+4,9.10,-8.27E+3,1.95E+1,-9.29E+3,1.95E+1,8.40E+3,3.49E-2,1.55E+1,3.49E-2
37,50,87Rb,2.82E+2,6.30E-3,-3.88E+3,2.46E-1,-4.91E+3,2.46E-1,8.71E+3,3.00E-4,-6.78,3.00E-4
37,51,88Rb,5.31E+3,1.59E-1,-2.91E+3,2.61,-3.93E+3,2.61,8.68E+3,1.80E-3,-8.23,1.80E-3
37,52,89Rb,4.49E+3,5.42,-5.17E+3,5.83,-6.19E+3,5.83,8.66E+3,6.10E-2,3.17,6.10E-2
37,53,90Rb,6.58E+3,6.48,-4.40E+3,6.71,-5.42E+3,6.71,8.63E+3,7.17E-2,-2.43,7.17E-2
37,53,90Rb,6.58E+3,6.48,-4.40E+3,6.71,-5.42E+3,6.71,8.63E+3,7.17E-2,-2.43,7.17E-2
37,54,91Rb,5.90E+3,8.87,-6.77E+3,8.11,-7.79E+3,8.11,8.60E+3,8.57E-2,8.60,8.57E-2
37,44,81Rb,-3.92E+3,5.81,2.23E+3,5.01,1.21E+3,5.01,8.64E+3,6.05E-2,5.89E+1,6.05E-2
37,44,81Rb,-3.92E+3,5.81,2.23E+3,5.01,1.21E+3,5.01,8.64E+3,6.05E-2,5.89E+1,6.05E-2
37,45,82Rb,-1.77E+2,6.70,4.40E+3,3.00,3.38E+3,3.00,8.64E+3,3.67E-2,5.40E+1,3.67E-2
37,45,82Rb,-1.77E+2,6.70,4.40E+3,3.00,3.38E+3,3.00,8.64E+3,3.67E-2,5.40E+1,3.67E-2
37,46,83Rb,-2.27E+3,6.42,9.20E+2,2.32,-1.01E+2,2.32,8.67E+3,2.81E-2,5.02E+1,2.81E-2
37,47,84Rb,8.90E+2,2.33,2.68E+3,2.19,1.65E+3,2.19,8.67E+3,2.61E-2,3.53E+1,2.61E-2
37,47,84Rb,8.90E+2,2.33,2.68E+3,2.19,1.65E+3,2.19,8.67E+3,2.61E-2,3.53E+1,2.61E-2
37,48,85Rb,-1.06E+3,2.81,-6.87E+2,2.00,-1.70E+3,2.00,8.69E+3,3.00E-4,2.69E+1,3.00E-4
37,49,86Rb,1.77E+3,2.00E-1,5.18E+2,2.00E-1,-5.03E+2,2.00E-1,8.69E+3,2.30E-3,4.28,2.30E-3
37,49,86Rb,1.77E+3,2.00E-1,5.18E+2,2.00E-1,-5.03E+2,2.00E-1,8.69E+3,2.30E-3,4.28,2.30E-3
37,40,77Rb,-7.02E+3,8.02,5.33E+3,2.35,4.31E+3,2.35,8.53E+3,1.68E-2,4.43E+1,1.68E-2
37,41,78Rb,-3.76E+3,8.12,7.24E+3,3.25,6.22E+3,3.25,8.55E+3,4.15E-2,4.75E+1,4.15E-2
37,41,78Rb,-3.76E+3,8.12,7.24E+3,3.25,6.22E+3,3.25,8.55E+3,4.15E-2,4.75E+1,4.15E-2
37,42,79Rb,-5.32E+3,7.56,3.63E+3,3.94,2.61E+3,3.94,8.60E+3,2.46E-2,5.66E+1,2.46E-2
37,43,80Rb,-1.86E+3,3.93,5.71E+3,1.98,4.69E+3,1.98,8.61E+3,2.33E-2,5.57E+1,2.33E-2
37,35,72Rb,,,1.56E+4,5.00E+2,1.45E+4,5.00E+2,8.20E+3,7.00,8.21,7.00
37,36,73Rb,-1.40E+4,4.03E+2,1.05E+4,4.13E+1,9.51E+3,4.13E+1,8.30E+3,5.58E-1,1.67E+1,5.58E-1
37,37,74Rb,-1.10E+4,1.00E+2,1.04E+4,3.42,9.39E+3,3.42,8.38E+3,4.09E-2,9.83E-1,4.09E-2
37,38,75Rb,-1.06E+4,2.20E+2,7.10E+3,8.18,6.08E+3,8.18,8.44E+3,1.57E-2,2.31E+1,1.57E-2
37,39,76Rb,-6.23E+3,3.44E+1,8.53E+3,4.12,7.51E+3,4.12,8.48E+3,1.23E-2,2.64E+1,1.23E-2
37,66,103Rb,1.41E+4,4.47E+2,,,,,8.11E+3,4.00,-1.15E+1,4.00
37,67,104Rb,1.63E+4,5.83E+2,,,,,8.05E+3,5.00,-2.20E+1,5.00
37,60,97Rb,1.00E+4,3.88,-1.10E+4,1.30E+2,-1.21E+4,1.30E+2,8.37E+3,1.97E-2,1.83E+1,1.97E-2
37,61,98Rb,1.20E+4,1.64E+1,-1.02E+4,3.00E+2,-1.12E+4,3.00E+2,8.33E+3,1.64E-1,6.36,1.64E-1
37,61,98Rb,1.20E+4,1.64E+1,-1.02E+4,3.00E+2,-1.12E+4,3.00E+2,8.33E+3,1.64E-1,6.36,1.64E-1
37,62,99Rb,1.13E+4,6.22,-1.27E+4,4.00E+2,-1.37E+4,4.00E+2,8.29E+3,4.07E-2,7.71,4.07E-2
37,63,100Rb,1.35E+4,1.48E+1,-1.17E+4,4.00E+2,-1.28E+4,4.00E+2,8.24E+3,1.31E-1,-2.13,1.31E-1
37,64,101Rb,1.27E+4,2.21E+1,-1.39E+4,5.01E+2,-1.50E+4,5.01E+2,8.20E+3,2.02E-1,-1.52,2.02E-1
37,65,102Rb,1.49E+4,1.06E+2,,,,,8.15E+3,8.12E-1,-1.13E+1,8.12E-1
38,67,105Sr,1.23E+4,6.40E+2,,,,,8.15E+3,5.00,-1.49E+1,5.00
38,68,106Sr,1.14E+4,7.81E+2,,,,,8.11E+3,6.00,-1.70E+1,6.00
38,69,107Sr,1.37E+4,8.60E+2,,,,,8.05E+3,7.00,-2.36E+1,7.00
38,60,98Sr,5.86E+3,8.55,-1.20E+4,1.64E+1,-1.30E+4,1.64E+1,8.44E+3,3.29E-2,2.16E+1,3.29E-2
38,61,99Sr,8.12E+3,8.13,-1.13E+4,6.22,-1.24E+4,6.22,8.40E+3,4.79E-2,1.21E+1,4.79E-2
38,62,100Sr,7.50E+3,1.31E+1,-1.35E+4,1.48E+1,-1.45E+4,1.48E+1,8.37E+3,6.92E-2,1.26E+1,6.92E-2
38,63,101Sr,9.72E+3,1.10E+1,-1.27E+4,2.21E+1,-1.37E+4,2.21E+1,8.32E+3,8.40E-2,3.90,8.40E-2
38,64,102Sr,9.01E+3,6.71E+1,-1.49E+4,1.06E+2,-1.59E+4,1.06E+2,8.29E+3,6.57E-1,3.67,6.57E-1
38,65,103Sr,1.11E+4,2.01E+2,-1.41E+4,4.47E+2,-1.51E+4,4.47E+2,8.24E+3,2.00,-6.21,2.00
38,66,104Sr,1.03E+4,3.61E+2,-1.63E+4,5.83E+2,-1.73E+4,5.83E+2,8.20E+3,3.00,-7.35,3.00
38,56,94Sr,3.50E+3,6.42,-1.02E+4,2.62,-1.13E+4,2.62,8.59E+3,1.77E-2,1.18E+1,1.77E-2
38,57,95Sr,6.09E+3,7.23,-9.22E+3,2.02E+1,-1.02E+4,2.02E+1,8.54E+3,6.12E-2,1.25E+1,6.12E-2
38,58,96Sr,5.41E+3,9.72,-1.15E+4,9.10,-1.25E+4,9.10,8.52E+3,8.82E-2,2.02E+1,8.82E-2
38,59,97Sr,7.53E+3,7.51,-1.00E+4,3.88,-1.10E+4,3.88,8.47E+3,3.49E-2,2.08E+1,3.49E-2
38,50,88Sr,-3.62E+3,1.50,-5.31E+3,1.59E-1,-6.33E+3,1.59E-1,8.73E+3,3.00E-4,-9.71,3.00E-4
38,51,89Sr,1.50E+3,3.51E-1,-4.49E+3,5.42,-5.51E+3,5.42,8.70E+3,1.10E-3,-7.93,1.10E-3
38,52,90Sr,5.45E+2,1.40,-6.58E+3,6.48,-7.60E+3,6.48,8.69E+3,1.61E-2,2.21,1.61E-2
38,53,91Sr,2.69E+3,5.24,-5.90E+3,8.87,-6.92E+3,8.87,8.66E+3,5.99E-2,2.12,5.99E-2
38,54,92Sr,1.94E+3,9.38,-8.09E+3,6.41,-9.11E+3,6.41,8.64E+3,3.71E-2,9.56,3.71E-2
38,55,93Sr,4.14E+3,1.16E+1,-7.46E+3,8.87,-8.48E+3,8.87,8.61E+3,8.12E-2,7.14,8.12E-2
38,45,83Sr,-4.59E+3,1.98E+1,2.27E+3,6.42,1.25E+3,6.42,8.63E+3,8.23E-2,4.83E+1,8.23E-2
38,45,83Sr,-4.59E+3,1.98E+1,2.27E+3,6.42,1.25E+3,6.42,8.63E+3,8.23E-2,4.83E+1,8.23E-2
38,46,84Sr,-6.75E+3,4.41,-8.90E+2,2.33,-1.91E+3,2.33,8.67E+3,1.48E-2,4.00E+1,1.48E-2
38,47,85Sr,-3.26E+3,1.91E+1,1.06E+3,2.81,4.20E+1,2.81,8.67E+3,3.31E-2,3.52E+1,3.31E-2
38,47,85Sr,-3.26E+3,1.91E+1,1.06E+3,2.81,4.20E+1,2.81,8.67E+3,3.31E-2,3.52E+1,3.31E-2
38,48,86Sr,-5.24E+3,1.41E+1,-1.77E+3,2.00E-1,-2.79E+3,2.00E-1,8.70E+3,3.00E-4,2.17E+1,3.00E-4
38,49,87Sr,-1.86E+3,1.12,-2.82E+2,6.30E-3,-1.30E+3,6.30E-3,8.70E+3,3.00E-4,8.54,3.00E-4
38,49,87Sr,-1.86E+3,1.12,-2.82E+2,6.30E-3,-1.30E+3,6.30E-3,8.70E+3,3.00E-4,8.54,3.00E-4
38,40,78Sr,-1.10E+4,2.98E+2,3.76E+3,8.12,2.73E+3,8.12,8.50E+3,9.55E-2,2.78E+1,9.55E-2
38,41,79Sr,-7.67E+3,8.04E+1,5.32E+3,7.56,4.30E+3,7.56,8.52E+3,9.39E-2,3.68E+1,9.39E-2
38,42,80Sr,-9.16E+3,7.13,1.86E+3,3.93,8.42E+2,3.93,8.57E+3,4.33E-2,4.15E+1,4.33E-2
38,43,81Sr,-5.81E+3,6.24,3.92E+3,5.81,2.90E+3,5.81,8.58E+3,3.86E-2,5.05E+1,3.86E-2
38,44,82Sr,-7.94E+3,8.13,1.77E+2,6.70,-8.44E+2,6.70,8.63E+3,7.31E-2,4.63E+1,7.31E-2
38,35,73Sr,,,1.40E+4,4.03E+2,1.30E+4,4.03E+2,8.10E+3,5.00,1.08E+1,5.00
38,36,74Sr,,,1.10E+4,1.00E+2,1.00E+4,1.00E+2,8.22E+3,1.00,1.22E+1,1.00
38,37,75Sr,-1.47E+4,3.72E+2,1.06E+4,2.20E+2,9.57E+3,2.20E+2,8.29E+3,2.93,7.01,2.93
38,38,76Sr,-1.59E+4,3.02E+2,6.23E+3,3.44E+1,5.20E+3,3.44E+1,8.39E+3,4.53E-1,6.79,4.53E-1
38,39,77Sr,-1.13E+4,2.03E+2,7.02E+3,8.02,6.00E+3,8.02,8.43E+3,1.02E-1,1.49E+1,1.02E-1
39,69,108Y,1.41E+4,7.21E+2,,,,,8.12E+3,6.00,-1.90E+1,6.00
39,68,107Y,1.20E+4,5.83E+2,-1.37E+4,8.60E+2,-1.47E+4,8.60E+2,8.17E+3,5.00,-8.46,5.00
39,61,100Y,9.05E+3,1.38E+1,-7.50E+3,1.31E+1,-8.52E+3,1.31E+1,8.43E+3,1.11E-1,1.72E+1,1.11E-1
39,61,100Y,9.05E+3,1.38E+1,-7.50E+3,1.31E+1,-8.52E+3,1.31E+1,8.43E+3,1.11E-1,1.72E+1,1.11E-1
39,60,99Y,6.97E+3,1.24E+1,-8.12E+3,8.13,-9.14E+3,8.13,8.47E+3,6.68E-2,2.75E+1,6.68E-2
39,63,102Y,1.04E+4,9.66,-9.01E+3,6.71E+1,-1.00E+4,6.71E+1,8.37E+3,4.00E-2,8.14,4.00E-2
39,63,102Y,1.04E+4,9.66,-9.01E+3,6.71E+1,-1.00E+4,6.71E+1,8.37E+3,4.00E-2,8.14,4.00E-2
39,62,101Y,8.10E+3,1.09E+1,-9.72E+3,1.10E+1,-1.07E+4,1.10E+1,8.41E+3,7.01E-2,1.80E+1,7.01E-2
39,65,104Y,1.16E+4,2.00E+2,-1.03E+4,3.61E+2,-1.13E+4,3.61E+2,8.29E+3,2.00,-1.89,2.00
39,64,103Y,9.35E+3,1.45E+1,-1.11E+4,2.01E+2,-1.21E+4,2.01E+2,8.34E+3,1.08E-1,8.01,1.08E-1
39,67,106Y,1.29E+4,5.39E+2,-1.14E+4,7.81E+2,-1.25E+4,7.81E+2,8.21E+3,5.00,-9.23,5.00
39,66,105Y,1.08E+4,4.00E+2,-1.23E+4,6.40E+2,-1.34E+4,6.40E+2,8.26E+3,4.00,1.05,4.00
39,70,109Y,1.32E+4,8.60E+2,,,,,8.08E+3,6.00,-1.80E+1,6.00
39,58,97Y,6.82E+3,6.70,-7.53E+3,7.51,-8.55E+3,7.51,8.54E+3,6.92E-2,2.65E+1,6.92E-2
39,58,97Y,6.82E+3,6.70,-7.53E+3,7.51,-8.55E+3,7.51,8.54E+3,6.92E-2,2.65E+1,6.92E-2
39,58,97Y,6.82E+3,6.70,-7.53E+3,7.51,-8.55E+3,7.51,8.54E+3,6.92E-2,2.65E+1,6.92E-2
39,57,96Y,7.10E+3,6.07,-5.41E+3,9.72,-6.43E+3,9.72,8.56E+3,6.33E-2,1.35E+1,6.33E-2
39,57,96Y,7.10E+3,6.07,-5.41E+3,9.72,-6.43E+3,9.72,8.56E+3,6.33E-2,1.35E+1,6.33E-2
39,59,98Y,8.99E+3,1.15E+1,-5.86E+3,8.55,-6.88E+3,8.55,8.49E+3,8.08E-2,2.70E+1,8.08E-2
