z,n,name,spinAndParity,massExcess(keV),massExcessUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,pairingGap,pairingGapUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty
63,101,164Eu,,,,,,,,4.19E+2,3.02,-2.76E+3,2.91,3.94E+2,2.75
63,100,163Eu,,,,,,,,5.96E+2,1.38,-2.44E+3,1.00E+1,3.55E+2,5.15
63,103,166Eu,,,,,,,,4.81E+2,2.04E+2,-3.13E+3,3.16E+2,3.74E+2,2.23E+2
63,102,165Eu,,,,,,,,7.40E+2,8.30E+1,-3.06E+3,1.04E+1,4.45E+2,1.50E+2
63,105,168Eu,,,,,,,,3.96E+2,3.85E+2,-3.31E+3,5.65E+2,2.25E+2,4.26E+2
63,104,167Eu,,,,,,,,6.90E+2,3.01E+2,-3.23E+3,5.65E+2,4.05E+2,3.99E+2
63,67,130Eu,,,,,,,,,,3.81E+3,7.35E+2,,
63,68,131Eu,,,,,,,,1.53E+3,4.28E+2,3.42E+3,5.65E+2,2.82E+2,3.99E+2
63,69,132Eu,,,,,,,,1.08E+3,3.67E+2,3.59E+3,5.00E+2,1.41E+2,4.06E+2
63,78,141Eu,,,,,,,,7.78E+2,3.11E+1,1.72E+3,1.81E+1,-3.10E+2,5.65E+1
63,78,141Eu,,,,,,,,7.78E+2,3.11E+1,1.72E+3,1.81E+1,-3.10E+2,5.65E+1
63,79,142Eu,,,,,,,,7.74E+2,2.28E+1,1.18E+3,3.22E+1,-3.00E+1,3.14E+1
63,79,142Eu,,,,,,,,7.74E+2,2.28E+1,1.18E+3,3.22E+1,-3.00E+1,3.14E+1
63,71,134Eu,,,,,,,,8.96E+2,2.41E+2,3.24E+3,3.61E+2,2.65E+2,2.78E+2
63,72,135Eu,,,,,,,,1.12E+3,1.78E+2,3.19E+3,2.80E+2,1.97E+2,2.26E+2
63,73,136Eu,,,,,,,,9.44E+2,1.17E+2,2.95E+3,2.46E+2,1.88E+2,4.29E+2
63,73,136Eu,,,,,,,,9.44E+2,1.17E+2,2.95E+3,2.46E+2,1.88E+2,4.29E+2
63,74,137Eu,,,,,,,,1.18E+3,6.94E+1,2.83E+3,5.04E+1,1.71E+2,5.84E+1
63,75,138Eu,,,,,,,,1.02E+3,2.09E+1,2.58E+3,5.03E+1,8.79E+1,3.51E+2
63,76,139Eu,,,,,,,,1.03E+3,3.07E+1,2.23E+3,8.39E+1,1.57E+2,4.96E+1
63,77,140Eu,,,,,,,,6.75E+2,3.75E+1,1.75E+3,8.61E+1,2.16E+2,5.21E+1
63,77,140Eu,,,,,,,,6.75E+2,3.75E+1,1.75E+3,8.61E+1,2.16E+2,5.21E+1
63,89,152Eu,,,,,,,,1.12E+3,1.17,1.55E+3,5.61,-5.89E+2,3.37
63,89,152Eu,,,,,,,,1.12E+3,1.17,1.55E+3,5.61,-5.89E+2,3.37
63,89,152Eu,,,,,,,,1.12E+3,1.17,1.55E+3,5.61,-5.89E+2,3.37
63,80,143Eu,,,,,,,,7.77E+2,1.77E+1,8.34E+2,1.74E+1,1.19E+2,1.10E+1
63,81,144Eu,,,,,,,,4.97E+2,9.52,1.67E+2,2.65E+1,1.24E+3,1.56E+1
63,82,145Eu,,,,,,,,1.62E+3,6.54,1.06E+2,1.43E+1,1.98E+3,7.23
63,83,146Eu,,,,,,,,6.50E+2,4.69,1.59E+3,2.43E+1,9.93E+2,1.24E+1
63,84,147Eu,,,,,,,,8.37E+2,6.09,2.99E+3,3.11,2.52E+2,2.50
63,85,148Eu,,,,,,,,6.95E+2,7.42,2.69E+3,1.02E+1,2.30E+2,2.12E+1
63,86,149Eu,,,,,,,,8.96E+2,6.48,2.40E+3,4.57,1.50E+2,3.39
63,87,150Eu,,,,,,,,7.54E+2,4.85,2.23E+3,6.96,-1.31E+1,2.31E+1
63,87,150Eu,,,,,,,,7.54E+2,4.85,2.23E+3,6.96,-1.31E+1,2.31E+1
63,88,151Eu,,,,,,,,8.12E+2,3.27,1.96E+3,1.06,-4.93E+2,4.93
63,90,153Eu,,,,,,,,1.05E+3,1.17,2.72E+2,1.98,-4.66E+1,1.07
63,91,154Eu,,,,,,,,8.54E+2,1.20,-5.65E+2,2.00E+1,2.04E+2,1.00E+1
63,91,154Eu,,,,,,,,8.54E+2,1.20,-5.65E+2,2.00E+1,2.04E+2,1.00E+1
63,92,155Eu,,,,,,,,9.07E+2,2.06,-8.56E+2,4.53,3.58E+2,2.33
63,93,156Eu,,,,,,,,5.55E+2,3.33,-1.25E+3,2.61E+1,5.37E+2,1.31E+1
63,94,157Eu,,,,,,,,7.82E+2,3.62,-1.23E+3,9.97,4.04E+2,5.43
63,95,158Eu,,,,,,,,4.80E+2,3.35,-1.42E+3,2.51E+1,1.97E+2,1.26E+1
63,96,159Eu,,,,,,,,6.61E+2,3.25,-1.52E+3,6.37,2.75E+2,4.34
63,97,160Eu,,,,,,,,4.24E+2,5.66,-1.75E+3,1.49,3.57E+2,1.27
63,97,160Eu,,,,,,,,4.24E+2,5.66,-1.75E+3,1.49,3.57E+2,1.27
63,98,161Eu,,,,,,,,6.83E+2,7.39,-1.91E+3,1.25E+1,3.48E+2,8.17
63,99,162Eu,,,,,,,,4.59E+2,5.30,-2.04E+3,1.58,2.65E+2,1.26
63,99,162Eu,,,,,,,,4.59E+2,5.30,-2.04E+3,1.58,2.65E+2,1.26
64,79,143Gd,,,,,,,,1.12E+3,1.43E+2,1.72E+3,2.00E+2,-5.68E+1,1.41E+2
64,79,143Gd,,,,,,,,1.12E+3,1.43E+2,1.72E+3,2.00E+2,-5.68E+1,1.41E+2
64,70,134Gd,,,,,,,,1.44E+3,4.38E+2,3.74E+3,5.65E+2,2.14E+2,4.27E+2
64,72,136Gd,,,,,,,,1.33E+3,3.11E+2,3.62E+3,4.23E+2,1.05E+2,3.27E+2
64,71,135Gd,,,,,,,,1.10E+3,3.75E+2,3.60E+3,5.65E+2,2.59E+2,4.26E+2
64,74,138Gd,,,,,,,,1.21E+3,1.81E+2,3.29E+3,2.80E+2,-8.85E+1,4.03E+2
64,73,137Gd,,,,,,,,1.12E+3,2.46E+2,3.59E+3,4.22E+2,-9.35E+1,2.98E+2
64,76,140Gd,,,,,,,,1.33E+3,7.29E+1,2.60E+3,3.06E+1,9.17E+1,2.10E+1
64,75,139Gd,,,,,,,,1.06E+3,1.20E+2,2.80E+3,2.49E+2,1.18E+2,1.58E+2
64,75,139Gd,,,,,,,,1.06E+3,1.20E+2,2.80E+3,2.49E+2,1.18E+2,1.58E+2
64,78,142Gd,,,,,,,,1.23E+3,1.02E+2,2.11E+3,3.03E+1,-6.68E+1,2.08E+1
64,77,141Gd,,,,,,,,1.14E+3,2.41E+1,2.34E+3,3.47E+1,1.07E+2,2.02E+1
64,77,141Gd,,,,,,,,1.14E+3,2.41E+1,2.34E+3,3.47E+1,1.07E+2,2.02E+1
64,81,145Gd,,,,,,,,9.96E+2,1.98E+1,5.82E+2,2.14E+1,1.11E+3,1.52E+1
64,81,145Gd,,,,,,,,9.96E+2,1.98E+1,5.82E+2,2.14E+1,1.11E+3,1.52E+1
64,80,144Gd,,,,,,,,1.18E+3,1.02E+2,1.27E+3,3.06E+1,1.01E+2,2.11E+1
64,83,147Gd,,,,,,,,8.20E+2,2.54,1.73E+3,2.00,1.22E+3,1.65
64,82,146Gd,,,,,,,,1.94E+3,1.03E+1,4.71E+2,4.00,1.94E+3,2.14
64,85,149Gd,,,,,,,,8.89E+2,3.89,3.09E+3,3.13,2.29E+2,2.39
64,84,148Gd,,,,,,,,1.02E+3,2.16,3.27E+3,3.08E-2,2.27E+2,2.17
64,87,151Gd,,,,,,,,1.04E+3,3.72,2.65E+3,2.91,-2.20E+1,5.21
64,86,150Gd,,,,,,,,1.10E+3,4.83,2.80E+3,6.01,6.88E+1,3.89
64,89,153Gd,,,,,,,,1.32E+3,1.00,1.82E+3,7.34E-1,-3.97E+2,2.58
64,88,152Gd,,,,,,,,1.17E+3,1.72,2.20E+3,1.02,-2.25E+2,5.33E-1
64,90,154Gd,,,,,,,,1.22E+3,9.97E-1,9.20E+2,6.53E-1,-2.28E+1,1.24
64,92,156Gd,,,,,,,,1.08E+3,9.78E-1,-1.97E+2,3.30E-1,3.17E+2,5.26E-1
64,91,155Gd,,,,,,,,1.05E+3,9.84E-1,8.12E+1,6.69E-1,1.98E+2,7.37E-1
64,94,158Gd,,,,,,,,9.97E+2,9.79E-1,-6.59E+2,8.96E-1,3.71E+2,6.67E-1
64,93,157Gd,,,,,,,,7.88E+2,9.77E-1,-6.88E+2,3.85E-1,5.16E+2,5.31E-1
64,96,160Gd,,,,,,,,9.08E+2,1.19,-1.00E+3,8.50,2.77E+2,4.28
64,95,159Gd,,,,,,,,7.54E+2,1.01,-7.95E+2,9.39E-1,2.75E+2,6.83E-1
64,98,162Gd,,,,,,,,8.33E+2,2.93,-1.45E+3,6.20,3.62E+2,3.68
64,97,161Gd,,,,,,,,6.05E+2,2.31,-1.25E+3,4.68,3.61E+2,2.45
64,99,163Gd,,,,,,,,5.98E+2,2.12,-1.60E+3,5.98,3.28E+2,3.62
64,99,163Gd,,,,,,,,5.98E+2,2.12,-1.60E+3,5.98,3.28E+2,3.62
64,104,168Gd,,,,,,,,8.14E+2,2.91E+2,-2.64E+3,3.00E+2,3.07E+2,2.59E+2
64,103,167Gd,,,,,,,,4.94E+2,1.68E+2,-2.60E+3,9.01,4.71E+2,1.00E+2
64,102,166Gd,,,,,,,,7.20E+2,2.90,-2.41E+3,3.86,3.26E+2,1.00E+2
64,101,165Gd,,,,,,,,5.06E+2,1.31,-2.27E+3,6.94,3.91E+2,1.50E+2
64,100,164Gd,,,,,,,,7.36E+2,1.04,-1.88E+3,2.19,2.97E+2,7.00E+1
64,108,172Gd,,,,,,,,,,-3.75E+3,4.24E+2,3.45E+2,3.60E+2
64,107,171Gd,,,,,,,,7.47E+2,4.75E+2,-3.30E+3,7.07E+2,1.80E+2,4.99E+2
64,106,170Gd,,,,,,,,7.87E+2,4.73E+2,-2.82E+3,6.40E+2,6.00E+1,4.76E+2
64,105,169Gd,,,,,,,,5.70E+2,3.87E+2,-2.80E+3,5.65E+2,2.65E+2,3.99E+2
65,101,166Tb,,,,,,,,4.27E+2,1.61,-1.51E+3,1.96,3.28E+2,2.50E+1
65,100,165Tb,,,,,,,,6.31E+2,1.60,-1.22E+3,1.05E+1,2.95E+2,1.13E+1
65,103,168Tb,,,,,,,,3.90E+2,1.69E+2,-1.97E+3,4.67,4.23E+2,9.80E+1
65,102,167Tb,,,,,,,,5.88E+2,2.61,-1.73E+3,2.13,3.37E+2,3.00E+2
65,109,174Tb,,,,,,,,,,-3.53E+3,7.07E+2,4.74E+2,4.99E+2
65,108,173Tb,,,,,,,,6.27E+2,5.19E+2,-3.27E+3,7.07E+2,5.39E+2,4.99E+2
65,105,170Tb,,,,,,,,4.05E+2,3.40E+2,-2.38E+3,3.16E+2,4.00E+2,2.64E+2
65,104,169Tb,,,,,,,,7.10E+2,2.93E+2,-2.17E+3,3.00E+2,4.40E+2,2.59E+2
65,107,172Tb,,,,,,,,4.95E+2,4.79E+2,-2.86E+3,6.40E+2,3.70E+2,4.76E+2
65,106,171Tb,,,,,,,,6.19E+2,3.92E+2,-2.42E+3,5.65E+2,2.35E+2,3.99E+2
65,80,145Tb,,,,,,,,1.33E+3,8.27E+1,1.10E+3,1.11E+2,6.13E+2,7.88E+1
65,82,147Tb,,,,,,,,1.59E+3,2.39E+1,1.07E+3,1.36E+1,1.81E+3,6.88
65,82,147Tb,,,,,,,,1.59E+3,2.39E+1,1.07E+3,1.36E+1,1.81E+3,6.88
65,81,146Tb,,,,,,,,8.07E+2,6.40E+1,1.12E+3,5.39E+1,1.13E+3,3.57E+1
65,81,146Tb,,,,,,,,8.07E+2,6.40E+1,1.12E+3,5.39E+1,1.13E+3,3.57E+1
65,84,149Tb,,,,,,,,6.67E+2,7.68,4.07E+3,2.16,-1.31E+1,2.07
65,84,149Tb,,,,,,,,6.67E+2,7.68,4.07E+3,2.16,-1.31E+1,2.07
65,83,148Tb,,,,,,,,5.78E+2,9.86,2.65E+3,1.64E+1,9.25E+2,8.26
65,83,148Tb,,,,,,,,5.78E+2,9.86,2.65E+3,1.64E+1,9.25E+2,8.26
65,86,151Tb,,,,,,,,7.12E+2,2.05E+1,3.49E+3,3.92,-1.68E+2,9.17
65,86,151Tb,,,,,,,,7.12E+2,2.05E+1,3.49E+3,3.92,-1.68E+2,9.17
65,85,150Tb,,,,,,,,4.50E+2,5.88,3.58E+3,4.92,2.27E+2,3.05
65,85,150Tb,,,,,,,,4.50E+2,5.88,3.58E+3,4.92,2.27E+2,3.05
65,88,153Tb,,,,,,,,8.76E+2,3.03E+1,2.70E+3,5.02,-3.23E+2,1.21E+1
65,87,152Tb,,,,,,,,7.51E+2,2.84E+1,3.15E+3,4.12E+1,-2.00E+2,3.45E+1
65,87,152Tb,,,,,,,,7.51E+2,2.84E+1,3.15E+3,4.12E+1,-2.00E+2,3.45E+1
65,89,154Tb,,,,,,,,1.12E+3,3.24E+1,2.21E+3,4.57E+1,-3.33E+2,3.49E+1
65,89,154Tb,,,,,,,,1.12E+3,3.24E+1,2.21E+3,4.57E+1,-3.33E+2,3.49E+1
65,89,154Tb,,,,,,,,1.12E+3,3.24E+1,2.21E+3,4.57E+1,-3.33E+2,3.49E+1
65,91,156Tb,,,,,,,,9.16E+2,5.61,3.72E+2,3.74,4.55E+2,7.95
65,91,156Tb,,,,,,,,9.16E+2,5.61,3.72E+2,3.74,4.55E+2,7.95
65,91,156Tb,,,,,,,,9.16E+2,5.61,3.72E+2,3.74,4.55E+2,7.95
65,90,155Tb,,,,,,,,1.12E+3,2.37E+1,9.77E+2,9.81,2.59E+2,7.08
65,93,158Tb,,,,,,,,6.77E+2,1.16,-1.57E+2,1.24,5.81E+2,1.76
65,93,158Tb,,,,,,,,6.77E+2,1.16,-1.57E+2,1.24,5.81E+2,1.76
65,92,157Tb,,,,,,,,9.82E+2,2.11,1.78E+2,8.16E-1,4.81E+2,1.23
65,95,160Tb,,,,,,,,6.60E+2,1.13,-1.78E+2,3.49,3.04E+2,1.93
65,94,159Tb,,,,,,,,8.78E+2,1.14,-1.39E+2,1.14,4.34E+2,7.91E-1
65,97,162Tb,,,,,,,,1.49E+2,2.57,-1.03E+3,2.88,7.09E+2,1.81
65,97,162Tb,,,,,,,,1.49E+2,2.57,-1.03E+3,2.88,7.09E+2,1.81
65,96,161Tb,,,,,,,,6.03E+2,1.45,-4.27E+2,4.29,2.83E+2,2.24
65,99,164Tb,,,,,,,,4.87E+2,2.54,-1.03E+3,2.07,3.28E+2,1.50E+1
65,99,164Tb,,,,,,,,4.87E+2,2.54,-1.03E+3,2.07,3.28E+2,1.50E+1
65,98,163Tb,,,,,,,,6.03E+2,3.18,-9.77E+2,5.91,4.34E+2,4.42
65,70,135Tb,,,,,,,,,,3.98E+3,5.65E+2,,
65,73,138Tb,,,,,,,,9.23E+2,3.15E+2,3.77E+3,4.24E+2,7.50E+1,3.27E+2
65,75,140Tb,,,,,,,,8.71E+2,5.85E+2,3.33E+3,8.24E+2,5.59E+1,5.74E+2
65,74,139Tb,,,,,,,,1.10E+3,4.66E+2,3.59E+3,3.57E+2,3.25E+1,2.76E+2
65,77,142Tb,,,,,,,,9.20E+2,4.98E+2,2.76E+3,7.01E+2,6.55E+1,4.95E+2
65,77,142Tb,,,,,,,,9.20E+2,4.98E+2,2.76E+3,7.01E+2,6.55E+1,4.95E+2
65,76,141Tb,,,,,,,,1.01E+3,5.37E+2,3.18E+3,1.05E+2,-9.21E+1,7.45E+1
65,79,144Tb,,,,,,,,1.04E+3,6.41E+1,2.19E+3,5.86E+1,-1.20E+2,5.30E+1
65,79,144Tb,,,,,,,,1.04E+3,6.41E+1,2.19E+3,5.86E+1,-1.20E+2,5.30E+1
65,78,143Tb,,,,,,,,9.55E+2,3.52E+2,2.55E+3,5.28E+1,-1.58E+2,3.69E+1
65,78,143Tb,,,,,,,,9.55E+2,3.52E+2,2.55E+3,5.28E+1,-1.58E+2,3.69E+1
66,75,141Dy,,,,,,,,1.08E+3,4.58E+2,3.40E+3,4.22E+2,1.55E+2,2.77E+2
66,76,142Dy,,,,,,,,1.39E+3,5.21E+2,3.11E+3,7.56E+2,1.29E+2,5.25E+2
66,73,139Dy,,,,,,,,1.14E+3,5.24E+2,4.12E+3,6.40E+2,-4.50,4.52E+2
66,74,140Dy,,,,,,,,1.23E+3,4.30E+2,3.83E+3,4.99E+2,-1.90E+1,3.34E+2
66,79,145Dy,,,,,,,,1.31E+3,6.73,2.55E+3,2.08E+1,-2.40E+2,1.77E+1
66,79,145Dy,,,,,,,,1.31E+3,6.73,2.55E+3,2.08E+1,-2.40E+2,1.77E+1
66,77,143Dy,,,,,,,,1.20E+3,3.55E+2,3.03E+3,1.96E+2,4.91E+1,1.00E+2
66,77,143Dy,,,,,,,,1.20E+3,3.55E+2,3.03E+3,1.96E+2,4.91E+1,1.00E+2
66,78,144Dy,,,,,,,,1.36E+3,8.88,2.78E+3,2.88E+1,-6.05E+1,1.57E+1
66,82,148Dy,,,,,,,,1.91E+3,8.86,1.47E+3,2.92E+1,1.72E+3,1.46E+1
66,83,149Dy,,,,,,,,8.90E+2,8.11,2.80E+3,2.17E+1,9.97E+2,1.08E+1
66,83,149Dy,,,,,,,,8.90E+2,8.11,2.80E+3,2.17E+1,9.97E+2,1.08E+1
66,80,146Dy,,,,,,,,1.33E+3,7.25,1.97E+3,2.87E+1,1.59E+2,1.70E+1
66,80,146Dy,,,,,,,,1.33E+3,7.25,1.97E+3,2.87E+1,1.59E+2,1.70E+1
66,81,147Dy,,,,,,,,1.01E+3,8.32,1.61E+3,2.00E+2,9.47E+2,1.00E+2
66,81,147Dy,,,,,,,,1.01E+3,8.32,1.61E+3,2.00E+2,9.47E+2,1.00E+2
66,86,152Dy,,,,,,,,1.17E+3,4.14,3.72E+3,4.35,-1.22E+2,1.27E+1
66,87,153Dy,,,,,,,,1.11E+3,5.20,3.55E+3,3.61,-1.27E+2,1.35E+1
66,84,150Dy,,,,,,,,1.08E+3,5.74,4.35E+3,1.53,-3.57E+1,1.51
66,85,151Dy,,,,,,,,9.61E+2,3.89,4.17E+3,2.64,-3.06E+1,2.88
66,88,154Dy,,,,,,,,1.24E+3,7.41,2.94E+3,4.94,-1.39E+2,1.33E+1
66,89,155Dy,,,,,,,,1.30E+3,7.78,2.60E+3,1.00E+1,-2.19E+2,7.16
66,90,156Dy,,,,,,,,1.23E+3,5.50,1.75E+3,3.01E-1,1.43E+2,1.21E+1
66,93,159Dy,,,,,,,,8.72E+2,1.59,4.78E+2,1.31,5.48E+2,2.47
66,94,160Dy,,,,,,,,1.06E+3,9.43E-1,4.37E+2,9.99E-1,4.33E+2,5.06E-1
66,91,157Dy,,,,,,,,1.04E+3,3.85,1.03E+3,5.12,3.82E+2,5.68
66,92,158Dy,,,,,,,,1.11E+3,3.14,8.74E+2,2.40,3.86E+2,1.65
66,97,163Dy,,,,,,,,6.93E+2,6.96E-1,-2.43E+2,9.93E-1,4.55E+2,6.14E-1
66,98,164Dy,,,,,,,,9.71E+2,6.92E-1,-4.50E+2,1.10,5.02E+2,6.59E-1
66,95,161Dy,,,,,,,,8.71E+2,6.96E-1,3.43E+2,9.91E-1,3.82E+2,5.81E-1
66,96,162Dy,,,,,,,,9.62E+2,6.96E-1,8.38E+1,9.90E-1,3.74E+2,6.17E-1
66,99,165Dy,,,,,,,,6.63E+2,7.19E-1,-5.31E+2,1.49,3.98E+2,8.32E-1
66,99,165Dy,,,,,,,,6.63E+2,7.19E-1,-5.31E+2,1.49,3.98E+2,8.32E-1
66,110,176Dy,,,,,,,,,,-3.06E+3,5.83E+2,5.35E+2,4.58E+2
66,102,168Dy,,,,,,,,8.04E+2,1.80E+2,-1.28E+3,1.40E+2,4.70E+2,9.90E+1
66,101,167Dy,,,,,,,,6.59E+2,7.00E+1,-9.47E+2,4.08,3.58E+2,2.94
66,100,166Dy,,,,,,,,8.22E+2,2.11,-7.28E+2,3.97,3.90E+2,2.14
66,106,172Dy,,,,,,,,8.78E+2,3.10E+2,-2.03E+3,4.24E+2,3.69E+2,3.27E+2
66,106,172Dy,,,,,,,,8.78E+2,3.10E+2,-2.03E+3,4.24E+2,3.69E+2,3.27E+2
66,105,171Dy,,,,,,,,7.52E+2,2.26E+2,-1.65E+3,2.00E+2,2.96E+2,2.45E+2
66,104,170Dy,,,,,,,,9.72E+2,2.10E+2,-1.76E+3,2.00E+2,5.50E+2,2.05E+2
66,103,169Dy,,,,,,,,5.78E+2,2.39E+2,-1.49E+3,3.00E+2,5.06E+2,2.34E+2
66,109,175Dy,,,,,,,,6.79E+2,5.25E+2,-2.94E+3,7.07E+2,5.85E+2,4.99E+2
66,108,174Dy,,,,,,,,8.90E+2,4.84E+2,-2.70E+3,7.07E+2,5.75E+2,5.25E+2
66,107,173Dy,,,,,,,,6.73E+2,3.96E+2,-2.27E+3,5.65E+2,3.66E+2,4.27E+2
67,73,140Ho,,,,,,,,,,4.15E+3,7.07E+2,2.88E+2,4.77E+2
67,76,143Ho,,,,,,,,1.11E+3,2.93E+2,3.65E+3,4.22E+2,-5.00,2.58E+2
67,77,144Ho,,,,,,,,9.88E+2,1.43E+2,3.44E+3,8.00E+2,-1.41E+1,4.00E+2
67,74,141Ho,,,,,,,,1.02E+3,4.61E+2,4.17E+3,5.67E+2,8.95E+1,3.60E+2
67,75,142Ho,,,,,,,,8.80E+2,3.94E+2,3.92E+3,5.00E+2,-7.75E+1,3.35E+2
67,78,145Ho,,,,,,,,1.19E+3,7.52,2.99E+3,1.05E+2,-1.20E+2,1.13E+2
67,79,146Ho,,,,,,,,1.20E+3,6.46,2.89E+3,7.00E+2,-2.87E+2,3.63E+2
67,80,147Ho,,,,,,,,1.14E+3,4.21E+1,2.23E+3,5.14E+1,1.61E+2,2.76E+1
67,83,150Ho,,,,,,,,6.88E+2,1.23E+1,3.39E+3,4.69E+1,8.50E+2,2.35E+1
67,83,150Ho,,,,,,,,6.88E+2,1.23E+1,3.39E+3,4.69E+1,8.50E+2,2.35E+1
67,84,151Ho,,,,,,,,8.47E+2,1.11E+1,4.69E+3,1.81,-6.15E+1,2.86
67,84,151Ho,,,,,,,,8.47E+2,1.11E+1,4.69E+3,1.81,-6.15E+1,2.86
67,81,148Ho,,,,,,,,7.10E+2,5.96E+1,1.95E+3,8.83E+1,9.46E+2,6.66E+1
67,81,148Ho,,,,,,,,7.10E+2,5.96E+1,1.95E+3,8.83E+1,9.46E+2,6.66E+1
67,82,149Ho,,,,,,,,1.67E+3,4.33E+1,2.32E+3,1.11E+2,1.45E+3,5.57E+1
67,82,149Ho,,,,,,,,1.67E+3,4.33E+1,2.32E+3,1.11E+2,1.45E+3,5.57E+1
67,87,154Ho,,,,,,,,8.86E+2,1.07E+1,4.04E+3,3.63,-2.65E+2,1.33E+1
67,87,154Ho,,,,,,,,8.86E+2,1.07E+1,4.04E+3,3.63,-2.65E+2,1.33E+1
67,88,155Ho,,,,,,,,9.50E+2,2.32E+1,3.15E+3,1.79E+1,-5.71E+1,1.87E+1
67,85,152Ho,,,,,,,,7.12E+2,1.01E+1,4.50E+3,1.33,-8.10E+1,3.66
67,85,152Ho,,,,,,,,7.12E+2,1.01E+1,4.50E+3,1.33,-8.10E+1,3.66
67,86,153Ho,,,,,,,,8.90E+2,8.30,4.05E+3,3.53,-8.68E+1,1.43E+1
67,86,153Ho,,,,,,,,8.90E+2,8.30,4.05E+3,3.53,-8.68E+1,1.43E+1
67,89,156Ho,,,,,,,,8.97E+2,3.08E+1,2.75E+3,5.54E+1,2.92E+1,3.74E+1
67,89,156Ho,,,,,,,,8.97E+2,3.08E+1,2.75E+3,5.54E+1,2.92E+1,3.74E+1
67,89,156Ho,,,,,,,,8.97E+2,3.08E+1,2.75E+3,5.54E+1,2.92E+1,3.74E+1
67,90,157Ho,,,,,,,,9.69E+2,2.87E+1,2.05E+3,2.37E+1,2.26E+2,2.17E+1
67,91,158Ho,,,,,,,,8.93E+2,2.25E+1,1.54E+3,5.27E+1,3.70E+2,3.24E+1
67,91,158Ho,,,,,,,,8.93E+2,2.25E+1,1.54E+3,5.27E+1,3.70E+2,3.24E+1
67,91,158Ho,,,,,,,,8.93E+2,2.25E+1,1.54E+3,5.27E+1,3.70E+2,3.24E+1
67,94,161Ho,,,,,,,,9.84E+2,7.82,1.14E+3,2.33,3.49E+2,1.75
67,94,161Ho,,,,,,,,9.84E+2,7.82,1.14E+3,2.33,3.49E+2,1.75
67,95,162Ho,,,,,,,,7.46E+2,2.47,1.00E+3,3.29,3.61E+2,6.20
67,95,162Ho,,,,,,,,7.46E+2,2.47,1.00E+3,3.29,3.61E+2,6.20
67,92,159Ho,,,,,,,,1.04E+3,1.56E+1,1.49E+3,1.02E+1,3.40E+2,5.99
67,92,159Ho,,,,,,,,1.04E+3,1.56E+1,1.49E+3,1.02E+1,3.40E+2,5.99
67,93,160Ho,,,,,,,,8.80E+2,1.07E+1,1.28E+3,1.54E+1,3.82E+2,1.65E+1
67,93,160Ho,,,,,,,,8.80E+2,1.07E+1,1.28E+3,1.54E+1,3.82E+2,1.65E+1
67,93,160Ho,,,,,,,,8.80E+2,1.07E+1,1.28E+3,1.54E+1,3.82E+2,1.65E+1
67,98,165Ho,,,,,,,,8.72E+2,9.75E-1,1.38E+2,1.31,5.29E+2,8.33E-1
67,99,166Ho,,,,,,,,5.18E+2,2.68,3.84E+2,2.19,2.32E+2,1.20
67,99,166Ho,,,,,,,,5.18E+2,2.68,3.84E+2,2.19,2.32E+2,1.20
67,96,163Ho,,,,,,,,8.67E+2,1.77,7.29E+2,1.09,3.40E+2,8.92E-1
67,96,163Ho,,,,,,,,8.67E+2,1.77,7.29E+2,1.09,3.40E+2,8.92E-1
67,97,164Ho,,,,,,,,6.57E+2,1.11,4.31E+2,1.67,4.06E+2,1.36
67,97,164Ho,,,,,,,,6.57E+2,1.11,4.31E+2,1.67,4.06E+2,1.36
67,101,168Ho,,,,,,,,4.78E+2,2.36E+1,-3.79E+2,3.00E+1,3.19E+2,2.14E+1
67,101,168Ho,,,,,,,,4.78E+2,2.36E+1,-3.79E+2,3.00E+1,3.19E+2,2.14E+1
67,100,167Ho,,,,,,,,7.14E+2,1.54E+1,-1.08E+2,6.58,3.76E+2,4.16
67,103,170Ho,,,,,,,,4.19E+2,3.02E+2,-8.53E+2,5.00E+1,4.00E+2,4.18E+1
67,103,170Ho,,,,,,,,4.19E+2,3.02E+2,-8.53E+2,5.00E+1,4.00E+2,4.18E+1
67,102,169Ho,,,,,,,,6.47E+2,3.24E+1,-6.32E+2,2.01E+1,3.73E+2,1.43E+1
67,105,172Ho,,,,,,,,4.66E+2,3.67E+2,-1.12E+3,1.96E+2,4.07E+2,1.47E+2
67,104,171Ho,,,,,,,,6.47E+2,4.33E+2,-1.05E+3,6.00E+2,4.21E+2,4.25E+2
67,107,174Ho,,,,,,,,4.17E+2,3.48E+2,-1.58E+3,4.24E+2,3.94E+2,2.99E+2
67,106,173Ho,,,,,,,,7.08E+2,3.12E+2,-1.29E+3,4.23E+2,3.25E+2,2.77E+2
67,109,176Ho,,,,,,,,4.20E+2,4.90E+2,-2.12E+3,7.07E+2,4.60E+2,4.76E+2
67,108,175Ho,,,,,,,,6.31E+2,4.01E+2,-1.95E+3,5.65E+2,4.64E+2,3.99E+2
67,110,177Ho,,,,,,,,5.51E+2,5.31E+2,-2.19E+3,7.07E+2,3.05E+2,4.99E+2
67,111,178Ho,,,,,,,,,,-2.58E+3,7.07E+2,4.00E+2,4.99E+2
