"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
68,159,0,Er,,0,keV,,"3/2-",,36,m,1,,,,,,,,-64561.12,keV,3.643,"EC+B+ = 100 ",
68,160,0,Er,,0,keV,,"0+",,28.58,h,0.09,,,,,,,,-66064.176,keV,24.246,"EC = 100 ",
68,161,0,Er,,0,keV,,"3/2-",,3.21,h,0.03,,,,,,,,-65201.298,keV,8.774,"EC+B+ = 100 ",
68,162,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,0.139,0.005,-66334.21,keV,0.756,,
68,163,0,Er,,0,keV,,"5/2-",,75,m,0.4,,,,,,,,-65167.413,keV,4.628,"EC+B+ = 100 ",
68,164,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,1.601,0.003,-65942.573,keV,0.704,,
68,165,0,Er,,0,keV,,"5/2-",,10.36,h,0.04,,,,,,,,-64521.353,keV,0.918,"EC = 100 ",
68,166,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,33.503,0.036,-64924.145,keV,0.334,,
68,167,0,Er,,0,keV,,"7/2+",,STABLE,,,,,,,,22.869,0.009,-63289.256,keV,0.286,,
68,167,1,Er,,207.801,keV,0.005,"1/2-",,2.269,s,0.006,,,,,,,,-63081.455,keV,0.286,"IT = 100 ",
68,168,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,26.978,0.018,-62989.231,keV,0.262,,
68,169,0,Er,,0,keV,,"1/2-",,9.39,d,0.02,,,,,,,,-60921.163,keV,0.304,"B- = 100 ",
68,170,0,Er,,0,keV,,"0+",,STABLE,,,,,,,,14.91,0.036,-60107.514,keV,1.387,,
68,171,0,Er,,0,keV,,"5/2-",,7.516,h,0.002,,,,,,,,-57717.822,keV,1.408,"B- = 100 ",
68,172,0,Er,,0,keV,,"0+",,49.3,h,0.3,,,,,,,,-56482.578,keV,3.962,"B- = 100 ",
68,173,0,Er,,0,keV,,"(7/2-)",,1.4,m,0.1,,,,,,,,-53654,keV,196,"B- = 100 ",
68,174,0,Er,,0,keV,,"0+",,3.2,m,0.2,,,,,,,,-51949,keV,298,"B- = 100 ",
68,174,1,Er,,1111.5,keV,1,"8-",,3.9,s,0.31,,,,,,,,-50837.5,keV,298,"IT = 100",
68,175,0,Er,,0,keV,0,,,1.2,m,0.3,,,,,,,,-48652,keV,401,"B- = 100",
68,176,0,Er,,0,keV,,"0+",,,,,,,,,,,,-46631,keV,401,"B- = 100",
68,177,0,Er,,0,keV,,,,,,,,,,,,,,-42858,keV,503,"B- = 100 ",
68,178,0,Er,,0,keV,,"0+",,,,,,,,,,,,-40260,keV,596,"B- = 100",
68,179,0,Er,,0,keV,0,,,,,,,,,,,,,-36080,keV,500,"B- = 100",
68,180,0,Er,,0,keV,0,"0+",,,,,,,,,,,,-33180,keV,500,"B- = 100,B-n?",
69,144,0,Tm,,0,keV,-1,"(10+)",,1.9,us,+1.2-0.5,,,,,,,,-22159,keV,400,"p ~ 100 ",
69,145,0,Tm,,0,keV,,"(11/2-)",,3.16,us,0.16,,,,,,,,-27583,keV,196,"p = 100",
69,146,0,Tm,,0,keV,,"(1+)",,155,ms,20,,,,,,,,-31055,keV,200,"p ~ 100 ,EC+B+?,ECp?",
69,146,1,Tm,,300,keV,10,"(5-)",,75,ms,12,,,,,,,,-30755,keV,200.2,"p ~ 100 ,EC+B+?,ECp?",
69,146,2,Tm,,440,keV,10,"(10+)",,198,ms,3,,,,,,,,-30615,keV,200.2,"p ~ 100 ,EC+B+?,ECp?",
69,147,0,Tm,,0,keV,,"11/2-",,0.58,s,0.03,,,,,,,,-35974.407,keV,6.839,"p = 15 5,EC+B+ = 85 5",
69,148,0,Tm,,0,keV,,"(10+)",,0.7,s,0.2,,,,,,,,-38765.034,keV,10.246,"ECp?,EC+B+ = 100 ",
69,149,0,Tm,,0,keV,,"(11/2-)",,0.9,s,0.2,,,,,,,,-43940,keV,200,"ECp = 0.2 +0.2-0.1,EC+B+ = 100 ",
69,150,0,Tm,,0,keV,0,"(6-)",,2.2,s,0.06,,,,,,,,-46491,keV,196,"ECp = 1.2 +0.2-0.4,EC+B+ = 100",
69,151,0,Tm,,0,keV,,"(11/2-)",,4.17,s,0.1,,,,,,,,-50771.613,keV,19.375,"EC+B+ = 100 ",
69,151,1,Tm,,96.4,keV,7,"(1/2+)",,6.6,s,1.4,,,,,,,,-50675.212999999996,keV,20.600743311832,"EC+B+ = 100 ",
69,152,0,Tm,,0,keV,0,"(9)+",,5.2,s,0.6,,,,,,,,-51720.279,keV,54.027,"EC+B+ = 100 ",
69,152,1,Tm,,0,keV,,"(2)-",,8,s,1,,,,,,,,-51720.279,keV,54.027,"EC+B+ = 100",
69,153,0,Tm,,0,keV,,"(11/2-)",,1.48,s,0.01,,,,,,,,-53972.61,keV,11.979,"a = 91 3,EC+B+ = 9 3",
69,153,1,Tm,,43.2,keV,0.2,"(1/2+)",,2.5,s,0.2,,,,,,,,-53929.41,keV,11.98,"a = 92 3,EC+B+ = 8 3",
69,154,0,Tm,,0,keV,,"(2-)",,8.1,s,0.3,,,,,,,,-54427.142,keV,14.412,"a = 54 5,EC+B+ = 46 5",
69,154,1,Tm,,70,keV,50,"9+",,3.3,s,0.07,,,,,,,,-54357.142,keV,52.036,"EC+B+ = 42 5,a = 58 5,IT?",
69,155,0,Tm,,0,keV,,"11/2-",,21.6,s,0.2,,,,,,,,-56625.921,keV,9.921,"a = 0.83 0.17,EC+B+ = 99.17 0.17",
69,155,1,Tm,,41,keV,6,"1/2+",,45,s,3,,,,,,,,-56584.921,keV,11.594,"a?,EC+B+ ~ 100 ",
69,156,0,Tm,,0,keV,,"2-",,83,s,2,,,,,,,,-56834.417,keV,14.279,"a = 0.064 0.01,EC+B+ = 99.936 0.01",
69,157,0,Tm,,0,keV,,"1/2+",,3.63,m,0.09,,,,,,,,-58709.279,keV,27.945,"a = 0.00075 0.00025,EC+B+ = 100 ",
69,158,0,Tm,,0,keV,,"2-",,3.98,m,0.06,,,,,,,,-58703.2,keV,25.219,"EC+B+ = 100 ",
69,159,0,Tm,,0,keV,,"5/2+",,9.13,m,0.16,,,,,,,,-60570.404,keV,27.945,"EC+B+ = 100 ",
69,160,0,Tm,,0,keV,,"1-",,9.4,m,0.3,,,,,,,,-60301.037,keV,32.686,"EC+B+ = 100 ",
69,160,1,Tm,,70,keV,20,"5",,74.5,s,1.5,,,,,,,,-60231.037,keV,38.319,"IT = 85 5,EC+B+ = 15 5",
69,161,0,Tm,,0,keV,,"7/2+",,30.2,m,0.8,,,,,,,,-61898.715,keV,27.945,"EC+B+ = 100 ",
69,161,1,Tm,,7.51,keV,0.24,"(1/2+)",,7,m,2,,,,,,,,-61891.204999999994,keV,27.94603057681,"IT?,EC+B+?",
69,162,0,Tm,,0,keV,,"1-",,21.8,m,0.24,,,,,,,,-61477.482,keV,26.058,"EC+B+ = 100 ",
69,162,1,Tm,,130,keV,40,"5+",,24.3,s,1.7,,,,,,,,-61347.482,keV,47.739,"IT = 81 4,EC+B+ = 19 4",
69,163,0,Tm,,0,keV,,"1/2+",,1.81,h,0.005,,,,,,,,-62728.413,keV,5.515,"EC+B+ = 100 ",
69,164,0,Tm,,0,keV,,"1+",,1.95,m,0.06,,,,,,,,-61908.943,keV,25.006,"EC+B+ = 100 ",
69,164,1,Tm,,10,keV,6,"6-",,5.1,m,0.1,,,,,,,,-61898.943,keV,25.716,"IT ~ 80 ,EC+B+ ~ 20 ",
69,165,0,Tm,,0,keV,,"1/2+",,30.06,h,0.03,,,,,,,,-62930.024,keV,1.658,"EC+B+ = 100 ",
69,166,0,Tm,,0,keV,,"2+",,7.7,h,0.03,,,,,,,,-61886.478,keV,11.552,"EC+B+ = 100 ",
69,166,1,Tm,,122,keV,12,"(6-)",,348,ms,21,,,,,,,,-61764.478,keV,16.657,"IT = 100 ",
69,167,0,Tm,,0,keV,,"1/2+",,9.28,d,0.04,,,,,,,,-62543.117,keV,1.258,"EC = 100 ",
69,168,0,Tm,,0,keV,,"3+",,93.1,d,0.2,,,,,,,,-61312.379,keV,1.677,"B- = 0.01 0.007,EC+B+ = 99.99 0.007",
69,169,0,Tm,,0,keV,,"1/2+",,STABLE,,,,,,,,100,0,-61274.654,keV,0.738,,
69,170,0,Tm,,0,keV,,"1-",,128.4,d,0.3,,,,,,,,-59795.314,keV,0.732,"B- = 99.869 0.01,EC = 0.131 0.01",
69,171,0,Tm,,0,keV,,"1/2+",,701.5,d,3.3,,,,,,,,-59210.271,keV,0.972,"B- = 100 ",
69,172,0,Tm,,0,keV,,"2-",,63.6,h,0.2,,,,,,,,-57373.554,keV,5.481,"B- = 100 ",
69,173,0,Tm,,0,keV,,"(1/2+)",,8.24,h,0.08,,,,,,,,-56256.067,keV,4.4,"B- = 100 ",
69,174,0,Tm,,0,keV,,"4-",,5.4,m,0.1,,,,,,,,-53864.521,keV,44.721,"B- = 100 ",
69,174,1,Tm,,252.4,keV,0.5,"0+",,2.29,s,0.01,,,,,,,,-53612.121,keV,44.724,"B- = 1.5 ,IT = 98.5 ",
69,175,0,Tm,,0,keV,0,"(1/2+)",,15.2,m,0.5,,,,,,,,-52310.556,keV,50,"B- = 100",
69,176,0,Tm,,0,keV,,"(4+)",,1.853,m,0.027,,,,,,,,-49371.322,keV,100,"B- = 100 ",
69,177,0,Tm,,0,keV,,"(1/2+)",,95,s,7,,,,,,,,-47570,keV,200,"B- = 100 ",
69,177,1,Tm,,0,keV,,"(7/2-)",,77,s,11,,,,,,,,-47570,keV,200,"B- ~ 100 ,IT?",
69,178,0,Tm,,0,keV,,,,,,,,,,,,,,-44240,keV,300,"B- = 100",
69,179,0,Tm,,0,keV,,,,,,,,,,,,,,-41900,keV,400,"B- = 100",
69,180,0,Tm,,0,keV,,,,,,,,,,,,,,-38170,keV,400,"B- = 100 ,B-n?",
69,181,0,Tm,,0,keV,,,,,,,,,,,,,,-35440,keV,500,"B- = 100,B-n?",
70,149,0,Yb,,0,keV,,"(1/2+)",,0.7,s,0.2,,,,,,,,-33330,keV,300,"ECp = 0 ,EC+B+ = 100 ",
70,150,0,Yb,,0,keV,0,"0+",,,,,,,,,,,,-38830,keV,300,"ECp?,EC+B+ = 100",
70,151,0,Yb,,0,keV,,"(1/2+)",,1.6,s,0.1,,,,,,,,-41542.352,keV,300.492,"ECp = 0 ,EC+B+ = 100 ",
70,151,1,Yb,,680,keV,120,"(11/2-)",,1.6,s,0.1,,,,,,,,-40862.352,keV,323.567,"EC+B+ ~ 100 ,IT?,ECp?",
70,152,0,Yb,,0,keV,,"0+",,3.1,s,0.2,,,,,,,,-46270.386,keV,149.708,"ECp?,EC+B+ = 100 ",
70,153,0,Yb,,0,keV,,"(7/2-)",,4.2,s,0.1,,,,,,,,-47160,keV,200,"a?,EC+B+?",
70,154,0,Yb,,0,keV,,"0+",,409,ms,2,,,,,,,,-49932.093,keV,17.281,"a = 92.6 1.2,EC+B+ = 7.4 1.2",
70,155,0,Yb,,0,keV,,"(7/2-)",,1.79,s,0.02,,,,,,,,-50502.614,keV,16.6,"a = 89 4,EC+B+ = 11 4",
70,156,0,Yb,,0,keV,,"0+",,25,s,1.1,,,,,,,,-53265.538,keV,9.308,"a = 10 4,EC+B+ = 90 4",
70,157,0,Yb,,0,keV,,"7/2-",,38.6,s,1,,,,,,,,-53419.912,keV,10.905,"a?,EC+B+ ~ 100 ",
70,158,0,Yb,,0,keV,,"0+",,1.49,m,0.13,,,,,,,,-56009.62,keV,7.973,"a = 0.0021 0.0012,EC+B+ = 99.9979 0.0012",
70,159,0,Yb,,0,keV,,"5/2(-)",,1.73,m,0.09,,,,,,,,-55833.517,keV,17.582,"EC+B+ = 100 ",
70,160,0,Yb,,0,keV,,"0+",,4.8,m,0.2,,,,,,,,-58163.227,keV,5.496,"EC+B+ = 100 ",
70,161,0,Yb,,0,keV,,"3/2-",,4.2,m,0.2,,,,,,,,-57834.248,keV,15.101,"EC+B+ = 100 ",
70,162,0,Yb,,0,keV,,"0+",,18.89,m,0.18,,,,,,,,-59821.163,keV,15.103,"EC+B+ = 100 ",
70,163,0,Yb,,0,keV,,"3/2-",,11.05,m,0.25,,,,,,,,-59293.878,keV,15.105,"EC+B+ = 100 ",
70,164,0,Yb,,0,keV,,"0+",,75.8,m,1.7,,,,,,,,-61012.171,keV,15.106,"EC = 100 ",
70,165,0,Yb,,0,keV,,"5/2-",,9.8,m,0.5,,,,,,,,-60295.388,keV,26.539,"EC+B+ = 100 ",
70,166,0,Yb,,0,keV,,"0+",,56.7,h,0.1,,,,,,,,-61593.706,keV,7.001,"EC = 100 ",
70,167,0,Yb,,0,keV,,"5/2-",,17.5,m,0.1,,,,,,,,-60589.9,keV,3.96,"EC+B+ = 100 ",
70,168,0,Yb,,0,keV,,"0+",,STABLE,,,,,,,,0.123,0.003,-61579.867,keV,0.093,,
70,169,0,Yb,,0,keV,,"7/2+",,32.015,d,0.009,,,,,,,,-60375.527,keV,0.178,"EC = 100 ",
70,169,1,Yb,,24.1999,keV,0.0016,"1/2-",,46,s,2,,,,,,,,-60351.3271,keV,0.178,"IT = 100 ",
70,170,0,Yb,,0,keV,0,"0+",,STABLE,,,,,,,,2.982,0.039,-60763.929,keV,0.01,,
70,171,0,Yb,,0,keV,,"1/2-",,STABLE,,,,,,,,14.086,0.14,-59306.818,keV,0.013,,
70,172,0,Yb,,0,keV,,"0+",,STABLE,,,,,,,,21.686,0.13,-59255.456,keV,0.014,,
70,173,0,Yb,,0,keV,,"5/2-",,STABLE,,,,,,,,16.103,0.063,-57551.234,keV,0.011,,
70,174,0,Yb,,0,keV,,"0+",,STABLE,,,,,,,,32.025,0.08,-56944.521,keV,0.011,,
70,175,0,Yb,,0,keV,0,"7/2-",,4.1615,d,0.003,,,,,,,,-54695.556,keV,0.071,"B- = 100 ",
70,176,0,Yb,,0,keV,,"0+",,STABLE,,,,,,,,12.995,0.083,-53491.322,keV,0.014,,
70,176,1,Yb,,1049.8,keV,0.6,"8-",,11.4,s,0.3,,,,,,,,-52441.522,keV,0.6,"IT = 100 ",
70,177,0,Yb,,0,keV,,"9/2+",,1.911,h,0.003,,,,,,,,-50986.404,keV,0.22,"B- = 100 ",
70,177,1,Yb,,331.5,keV,0.3,"1/2-",,6.5,s,0.02,,,,,,,,-50654.904,keV,0.372,"IT = 100 ",
70,178,0,Yb,,0,keV,,"0+",,74,m,3,,,,,,,,-49677.139,keV,6.588,"B- = 100 ",
70,179,0,Yb,,0,keV,,"(1/2-)",,8,m,0.4,,,,,,,,-46640,keV,200,"B- = 100 ",
70,180,0,Yb,,0,keV,,"0+",,2.4,m,0.5,,,,,,,,-44720,keV,300,"B- = 100 ",
70,181,0,Yb,,0,keV,,,,,,,,,,,,,,-41088,keV,298,"B- = 100",
70,182,0,Yb,,0,keV,,"0+",,,,,,,,,,,,-38900,keV,400,"B- = 100",
70,183,0,Yb,,0,keV,,,,,,,,,,,,,,-35000,keV,400,"B- = 100 ",
70,184,0,Yb,,0,keV,0,"0+",,,,,,,,,,,,-32600,keV,503,"B- = 100",
70,185,0,Yb,,0,keV,0,,,,,,,,,,,,,-28480,keV,500,"B- = 100",
71,150,0,Lu,,0,keV,,"(2+)",,45,ms,3,,,,,,,,-24771,keV,300,"p ~ 100 ",
71,151,0,Lu,,0,keV,,"11/2-",,79,ms,1,,,,,,,,-30300,keV,300,"p = 0 ,EC+B+ = 0 ",
71,152,0,Lu,,0,keV,,"(4-),(5-),(6-)",,650,ms,71,,,,,,,,-33422,keV,196,"ECp = 15 7,EC+B+ = 100 ",
71,153,0,Lu,,0,keV,0,"11/2-",,0.9,s,0.2,,,,,,,,-38375.462,keV,150.017,"a?,EC+B+?",
71,154,0,Lu,,0,keV,,"(2-)",,,,,,,,,,,,-39667,keV,201,"EC+B+?,a?,ECp?",
71,154,1,Lu,,59,keV,7,"(9+)",,1.12,s,0.08,,,,,,,,-39608,keV,201.1,"EC+B+ ~ 100 ,a?,ECp?",
71,155,0,Lu,,0,keV,,"11/2-",,67,ms,2,,,,,,,,-42545.056,keV,19.245,"a = 88 3,EC+B+ = 12 3",
71,155,1,Lu,,61,keV,20,"1/2+",,138,ms,8,,,,,,,,-42484.056,keV,27.756,"a = 76 16,EC+B+ = 24 16",
71,156,0,Lu,,0,keV,,"(2)-",,494,ms,12,,,,,,,,-43699.55,keV,54.122,"a ~ 100 ",
71,156,1,Lu,,0,keV,,"(10+)",,198,ms,2,,,,,,,,-43699.55,keV,54.122,"a = 100",
71,157,0,Lu,,0,keV,,"(1/2+),(3/2+)",,7.6,s,+2-1.9,,,,,,,,-46439.818,keV,12.074,"a = 0 ,EC+B+?",
71,157,1,Lu,,26.5,keV,5.6,"(11/2-)",,4.79,s,0.12,,,,,,,,-46413.318,keV,13.309,"a = 6 2,EC+B+ = 94 2",
71,158,0,Lu,,0,keV,,"(2)-",,10.6,s,0.3,,,,,,,,-47212.2,keV,15.125,"a = 0.91 0.2,EC+B+ = 99.09 0.2",
71,159,0,Lu,,0,keV,,,,12.1,s,1,,,,,,,,-49708.609,keV,37.663,"EC+B+ = 100 ",
71,160,0,Lu,,0,keV,,,,36.1,s,0.3,,,,,,,,-50269.942,keV,56.821,"a = 0.0001 ,EC+B+ = 100 ",
71,160,1,Lu,,0,keV,,,,40,s,1,,,,,,,,-50269.942,keV,56.821,"a?,EC+B+ = 100 ",
71,161,0,Lu,,0,keV,,"1/2+",,77,s,2,,,,,,,,-52562.349,keV,27.945,"EC+B+ = 100 ",
71,162,0,Lu,,0,keV,,"1-",,1.37,m,0.02,,,,,,,,-52831.759,keV,75.036,"EC+B+ = 100",
71,162,1,Lu,,0,keV,,"(4-)",,1.5,m,0,,,,,,,,-52831.759,keV,75.036,"IT?,EC+B+ = 100 ",
71,162,2,Lu,,0,keV,,"(9-)",,1.9,m,0,,,,,,,,-52831.759,keV,75.036,"IT?,EC+B+ = 100 ",
71,163,0,Lu,,0,keV,,"1/2+",,4.01,m,0.11,,,,,,,,-54791.415,keV,27.945,"EC+B+ = 100 ",
71,164,0,Lu,,0,keV,,"1(-)",,3.15,m,0.02,,,,,,,,-54642.376,keV,27.945,"EC+B+ = 100 ",
71,165,0,Lu,,0,keV,,"1/2+",,10.74,m,0.1,,,,,,,,-56442.248,keV,26.539,"EC+B+ = 100 ",
71,166,0,Lu,,0,keV,,"6-",,2.65,m,0.1,,,,,,,,-56020.987,keV,29.808,"EC+B+ = 100 ",
71,166,1,Lu,,34.37,keV,0.22,"3(-)",,1.41,m,0.1,,,,,,,,-55986.617,keV,29.809,"IT = 42 5,EC+B+ = 58 ",
71,166,2,Lu,,43,keV,0.4,"0-",,2.12,m,0.1,,,,,,,,-55977.987,keV,29.811,"IT = 20 ,EC+B+ = 80 ",
71,167,0,Lu,,0,keV,,"7/2+",,52,m,0.9,,,,,,,,-57526.281,keV,37.26,"EC+B+ = 100 ",
71,167,1,Lu,,33.7,keV,0.4,"1/2+",,1,m,,,,,,,,,-57492.581000000006,keV,37.262147012753,"IT?,EC+B+?",
71,168,0,Lu,,0,keV,,"6-",,5.5,m,0.1,,,,,,,,-57072.832,keV,37.973,"EC+B+ = 100 ",
71,168,1,Lu,,160,keV,40,"3+",,6.6,m,0.4,,,,,,,,-56912.832,keV,55.154,"IT = 0.4 0.4,EC+B+ = 99.6 0.4",
71,169,0,Lu,,0,keV,,"7/2+",,34.06,h,0.05,,,,,,,,-58082.527,keV,3.005,"EC+B+ = 100 ",
71,169,1,Lu,,29,keV,0.5,"1/2-",,160,s,10,,,,,,,,-58053.527,keV,3.046,"IT = 100 ",
71,170,0,Lu,,0,keV,,"0+",,2.01,d,0.02,,,,,,,,-57306.234,keV,16.843,"EC+B+ = 100 ",
71,170,1,Lu,,92.91,keV,0.09,"(4)-",,0.67,s,0.1,,,,,,,,-57213.32399999999,keV,16.84324045426,"IT = 100 ",
71,171,0,Lu,,0,keV,,"7/2+",,8.25,d,0.02,,,,,,,,-57828.465,keV,1.862,"EC+B+ = 100 ",
71,171,1,Lu,,71.13,keV,0.08,"1/2-",,78,s,2,,,,,,,,-57757.335,keV,1.864,"IT = 100 ",
71,172,0,Lu,,0,keV,,"4-",,6.702,d,0.017,,,,,,,,-56736.076,keV,2.336,"EC+B+ = 100 ",
71,172,1,Lu,,41.86,keV,0.04,"1-",,3.7,m,0.5,,,,,,,,-56694.216,keV,2.336,"IT = 100 ",
71,173,0,Lu,,0,keV,,"7/2+",,1.37,y,0.01,,,,,,,,-56881.014,keV,1.567,"EC = 100 ",
71,174,0,Lu,,0,keV,,"1-",,3.31,y,0.05,,,,,,,,-55570.292,keV,1.567,"EC+B+ = 100 ",
71,174,1,Lu,,170.83,keV,0.05,"6-",,142,d,2,,,,,,,,-55399.462,keV,1.568,"IT = 99.38 0.02,EC = 0.62 0.02",
71,175,0,Lu,,0,keV,0,"7/2+",,STABLE,,,,,,,,97.401,0.013,-55165.678,keV,1.207,,
71,176,0,Lu,,0,keV,,"7-",,37142795493,y,187473737,,,,,,2.599,0.013,-53382.333,keV,1.212,"B- = 100 ",
71,176,1,Lu,,122.845,keV,0.004,"1-",,3.6746,h,0.0062,,,,,,,,-53259.488,keV,1.212,"B- = 99.905 0.016,EC = 0.095 0.016",
71,177,0,Lu,,0,keV,,"7/2+",,6.6472,d,0.0016,,,,,,,,-52383.903,keV,1.221,"B- = 100 ",
71,177,1,Lu,,970.1757,keV,0.0024,"23/2-",,160.35,d,0.28,,,,,,,,-51413.7273,keV,1.221,"B- = 77.3 0.08,IT = 22.7 0.08",
71,178,0,Lu,,0,keV,,"1(+)",,28.4,m,0.2,,,,,,,,-50337.881,keV,2.251,"B- = 100 ",
71,178,1,Lu,,123.8,keV,2.6,"(9-)",,23.2,m,0.3,,,,,,,,-50214.081,keV,3.439,"B- = 100 ",
71,179,0,Lu,,0,keV,,"7/2+",,4.59,h,0.06,,,,,,,,-49059.013,keV,5.15,"B- = 100 ",
71,180,0,Lu,,0,keV,,"5+",,5.6,m,0.2,,,,,,,,-46676.476,keV,70.725,"B- = 100 ",
71,181,0,Lu,,0,keV,,,,3.5,m,0.3,,,,,,,,-44797.414,keV,125.752,"B- = 100 ",
71,182,0,Lu,,0,keV,,,,2,m,0.2,,,,,,,,-41770,keV,200,"B- = 100 ",
71,183,0,Lu,,0,keV,,,,58,s,4,,,,,,,,-39716.114,keV,80.108,"B- = 100 ",
71,184,0,Lu,,0,keV,,"(3+)",,19,s,2,,,,,,,,-36300,keV,200,"B- = 100 ",
71,185,0,Lu,,0,keV,0,,,,,,,,,,,,,-33960,keV,300,"B- = 100",
71,186,0,Lu,,0,keV,0,,,,,,,,,,,,,-30320,keV,400,"B- = 100",
71,187,0,Lu,,0,keV,,,,,,,,,,,,,,-27770,keV,400,"B- = 100,B-n?",
71,188,0,Lu,,0,keV,,,,,,,,,,,,,,-23820,keV,400,"B- = 100,B-n?",
72,153,0,Hf,,0,keV,0,,,,,,,,,,,,,,,,"ECp?,EC+B+?",
72,154,0,Hf,,0,keV,,"0+",,2,s,1,,,,,,,,-32730,keV,300,"a ~ 0 ,EC+B+ ~ 100 ",
72,155,0,Hf,,0,keV,,"(7/2-)",,840,ms,30,,,,,,,,-34310,keV,300,"EC+B+ = 100 ",
72,156,0,Hf,,0,keV,,"0+",,23,ms,1,,,,,,,,-37819.514,keV,149.74,"a ~ 100 ",
72,157,0,Hf,,0,keV,,"(7/2-)",,115,ms,1,,,,,,,,-38855,keV,200,"a = 94 4,EC+B+ = 6 4",
72,158,0,Hf,,0,keV,,"0+",,2.9,s,0.2,,,,,,,,-42102.399,keV,17.494,"a = 44 2,EC+B+ = 56 2",
72,159,0,Hf,,0,keV,,"7/2-",,5.2,s,0.1,,,,,,,,-42852.606,keV,16.813,"a = 12 1,EC+B+ = 88 1",
72,160,0,Hf,,0,keV,,"0+",,13.6,s,0.2,,,,,,,,-45938.747,keV,9.54,"a = 0.7 0.2,EC+B+ = 99.3 0.2",
72,161,0,Hf,,0,keV,,"(7/2-)",,18.4,s,0.4,,,,,,,,-46315.817,keV,23.45,"a = 0.3 0.05,EC+B+ = 99.7 0.05",
72,162,0,Hf,,0,keV,,"0+",,38.7,s,1.1,,,,,,,,-49168.426,keV,8.952,"a = 0.008 0.001,EC+B+ = 99.992 0.001",
72,163,0,Hf,,0,keV,,"(5/2-)",,40,s,0.6,,,,,,,,-49269.32,keV,25.693,"EC+B+ = 100 ",
72,164,0,Hf,,0,keV,,"0+",,111,s,8,,,,,,,,-51818.356,keV,15.812,"EC+B+ = 100 ",
72,165,0,Hf,,0,keV,,"(5/2-)",,76,s,4,,,,,,,,-51635.513,keV,27.945,"EC+B+ = 100 ",
72,166,0,Hf,,0,keV,,"0+",,6.77,m,0.3,,,,,,,,-53858.989,keV,27.945,"EC+B+ = 100 ",
72,167,0,Hf,,0,keV,,"(5/2-)",,2.05,m,0.04,,,,,,,,-53467.761,keV,27.945,"EC+B+ = 100 ",
72,168,0,Hf,,0,keV,,"0+",,25.95,m,0.2,,,,,,,,-55360.557,keV,27.945,"EC+B+ = 100 ",
72,169,0,Hf,,0,keV,,"5/2-",,3.25,m,0.04,,,,,,,,-54716.895,keV,27.945,"EC+B+ = 100 ",
72,170,0,Hf,,0,keV,,"0+",,16.01,h,0.15,,,,,,,,-56253.86,keV,27.945,"EC = 100 ",
72,171,0,Hf,,0,keV,,"7/2+",,12.1,h,0.4,,,,,,,,-55431.351,keV,28.876,"EC+B+ = 100 ",
72,171,1,Hf,,21.93,keV,0.09,"1/2-",,29.5,s,0.9,,,,,,,,-55409.421,keV,28.876,"IT ~ 100 ",
72,172,0,Hf,,0,keV,,"0+",,1.87,y,0.03,,,,,,,,-56402.232,keV,24.428,"EC = 100 ",
72,173,0,Hf,,0,keV,,"1/2-",,23.6,h,0.1,,,,,,,,-55411.79,keV,27.945,"EC+B+ = 100 ",
72,174,0,Hf,,0,keV,,"0+",,70000000000000000,y,12000000000000000,,,,,,0.16,0.12,-55844.583,keV,2.259,"a = 100",
72,175,0,Hf,,0,keV,0,"5/2(-)",,70.67,d,0.19,,,,,,,,-54481.763,keV,2.283,"EC = 100",
72,176,0,Hf,,0,keV,,"0+",,STABLE,,,,,,,,5.26,0.7,-54576.428,keV,1.482,,
72,177,0,Hf,,0,keV,,"7/2-",,STABLE,,,,,,,,18.6,0.16,-52880.745,keV,1.41,,
72,177,1,Hf,,1315.4502,keV,0.0008,"23/2+",,1.09,s,0.05,,,,,,,,-51565.2948,keV,1.41,"IT = 100 ",
72,177,2,Hf,,2740.02,keV,0.15,"37/2-",,51.4,m,0.5,,,,,,,,-50140.725000000006,keV,1.417956275772,"IT = 100 ",
72,178,0,Hf,,0,keV,,"0+",,STABLE,,,,,,,,27.28,0.28,-52435.366,keV,1.415,,
72,178,1,Hf,,1147.416,keV,0.006,"8-",,4.3,s,0.1,,,,,,,,-51287.950000000004,keV,1.415012720791,"IT = 100 ",
72,178,2,Hf,,2446.09,keV,0.08,"16+",,31,y,1,,,,,,,,-49989.276,keV,1.417,"IT = 100 ",
72,179,0,Hf,,0,keV,,"9/2+",,STABLE,,,,,,,,13.62,0.11,-50463.036,keV,1.416,,
72,179,1,Hf,,375.0352,keV,0.0025,"1/2-",,18.67,s,0.04,,,,,,,,-50088.0008,keV,1.416,"IT = 100 ",
